Symbol,Date,50 vs 20 EMA Cross with RSI
MKCL,2024-05-05,MKCL - 2024-05-05 00:00:00 - Bull Close: 840.0 - RSI: 32.29
MFIL,2024-05-05,MFIL - 2024-05-05 00:00:00 - Bull Close: 509.3 - RSI: 48.35
USHL,2024-05-05,USHL - 2024-05-05 00:00:00 - Bull Close: 457.0 - RSI: 41.39
NUBL,2024-05-05,NUBL - 2024-05-05 00:00:00 - Bear Close: 668.0 - RSI: 61.79
FMDBL,2024-05-05,FMDBL - 2024-05-05 00:00:00 - Bear Close: 638.0 - RSI: 60.43
MFIL,2024-05-02,MFIL - 2024-05-02 00:00:00 - Bear Close: 524.0 - RSI: 55.68
SADBL,2024-05-02,SADBL - 2024-05-02 00:00:00 - Bear Close: 315.0 - RSI: 60.23
DEVBANK,2024-05-02,DEVBANK - 2024-05-02 00:00:00 - Bear Close: 4110.51 - RSI: 60.49
DORDI,2024-04-30,DORDI - 2024-04-30 00:00:00 - Bull Close: 406.1 - RSI: 39.98
ENL,2024-04-30,ENL - 2024-04-30 00:00:00 - Bear Close: 805.0 - RSI: 54.67
SONA,2024-04-29,SONA - 2024-04-29 00:00:00 - Bull Close: 445.1 - RSI: 42.23
HATHY,2024-04-29,HATHY - 2024-04-29 00:00:00 - Bull Close: 825.0 - RSI: 36.93
TAMOR,2024-04-29,TAMOR - 2024-04-29 00:00:00 - Bull Close: 369.0 - RSI: 39.90
SWBBL,2024-04-25,SWBBL - 2024-04-25 00:00:00 - Bull Close: 725.0 - RSI: 40.64
NUBL,2024-04-24,NUBL - 2024-04-24 00:00:00 - Bull Close: 620.0 - RSI: 40.05
SPHL,2024-04-24,SPHL - 2024-04-24 00:00:00 - Bull Close: 460.0 - RSI: 40.77
HURJA,2024-04-24,HURJA - 2024-04-24 00:00:00 - Bull Close: 285.0 - RSI: 43.38
NRM,2024-04-22,NRM - 2024-04-22 00:00:00 - Bull Close: 354.0 - RSI: 40.15
FMDBL,2024-04-22,FMDBL - 2024-04-22 00:00:00 - Bull Close: 604.5 - RSI: 45.34
KPCL,2024-04-22,KPCL - 2024-04-22 00:00:00 - Bull Close: 392.1 - RSI: 39.37
SHIVM,2024-04-22,SHIVM - 2024-04-22 00:00:00 - Bull Close: 507.0 - RSI: 45.06
KKHC,2024-04-22,KKHC - 2024-04-22 00:00:00 - Bull Close: 231.0 - RSI: 45.45
CKHL,2024-04-21,CKHL - 2024-04-21 00:00:00 - Bull Close: 534.0 - RSI: 40.14
NHDL,2024-04-18,NHDL - 2024-04-18 00:00:00 - Bull Close: 411.5 - RSI: 42.11
JBLB,2024-04-18,JBLB - 2024-04-18 00:00:00 - Bull Close: 1290.1 - RSI: 42.78
HPPL,2024-04-18,HPPL - 2024-04-18 00:00:00 - Bull Close: 257.1 - RSI: 37.86
SGIC,2024-04-18,SGIC - 2024-04-18 00:00:00 - Bull Close: 514.0 - RSI: 42.41
BBC,2024-04-16,BBC - 2024-04-16 00:00:00 - Bull Close: 3700.0 - RSI: 43.94
UNHPL,2024-04-16,UNHPL - 2024-04-16 00:00:00 - Bull Close: 229.0 - RSI: 41.18
DHPL,2024-04-16,DHPL - 2024-04-16 00:00:00 - Bear Close: 206.0 - RSI: 60.84
MKJC,2024-04-16,MKJC - 2024-04-16 00:00:00 - Bull Close: 450.0 - RSI: 38.15
AKJCL,2024-04-16,AKJCL - 2024-04-16 00:00:00 - Bull Close: 210.0 - RSI: 35.64
NRIC,2024-04-16,NRIC - 2024-04-16 00:00:00 - Bull Close: 718.0 - RSI: 43.40
TVCL,2024-04-15,TVCL - 2024-04-15 00:00:00 - Bull Close: 485.0 - RSI: 42.28
TPC,2024-04-15,TPC - 2024-04-15 00:00:00 - Bull Close: 511.0 - RSI: 46.39
GCIL,2024-04-15,GCIL - 2024-04-15 00:00:00 - Bull Close: 484.1 - RSI: 40.01
PHCL,2024-04-14,PHCL - 2024-04-14 00:00:00 - Bull Close: 313.0 - RSI: 45.87
CLI,2024-04-14,CLI - 2024-04-14 00:00:00 - Bull Close: 448.0 - RSI: 45.82
NRIC,2024-04-14,NRIC - 2024-04-14 00:00:00 - Bear Close: 760.0 - RSI: 55.45
TRH,2024-04-14,TRH - 2024-04-14 00:00:00 - Bull Close: 730.1 - RSI: 41.15
BNT,2024-04-10,BNT - 2024-04-10 00:00:00 - Bull Close: 12702.0 - RSI: 41.28
MLBSL,2024-04-09,MLBSL - 2024-04-09 00:00:00 - Bear Close: 1750.0 - RSI: 57.66
CLI,2024-04-09,CLI - 2024-04-09 00:00:00 - Bear Close: 462.5 - RSI: 55.49
FMDBL,2024-04-07,FMDBL - 2024-04-07 00:00:00 - Bear Close: 640.9 - RSI: 60.47
SPC,2024-04-07,SPC - 2024-04-07 00:00:00 - Bull Close: 540.0 - RSI: 44.15
MBJC,2024-04-07,MBJC - 2024-04-07 00:00:00 - Bull Close: 312.0 - RSI: 46.45
FOWAD,2024-04-07,FOWAD - 2024-04-07 00:00:00 - Bear Close: 1140.0 - RSI: 60.85
PROFL,2024-04-07,PROFL - 2024-04-07 00:00:00 - Bear Close: 326.0 - RSI: 56.56
PMHPL,2024-04-04,PMHPL - 2024-04-04 00:00:00 - Bull Close: 234.9 - RSI: 39.32
DHPL,2024-04-04,DHPL - 2024-04-04 00:00:00 - Bull Close: 193.0 - RSI: 42.66
SMHL,2024-04-04,SMHL - 2024-04-04 00:00:00 - Bull Close: 433.1 - RSI: 40.49
NRIC,2024-04-03,NRIC - 2024-04-03 00:00:00 - Bull Close: 703.9 - RSI: 34.58
NRN,2024-04-03,NRN - 2024-04-03 00:00:00 - Bull Close: 524.0 - RSI: 41.05
PPCL,2024-04-03,PPCL - 2024-04-03 00:00:00 - Bull Close: 247.0 - RSI: 40.82
PROFL,2024-04-03,PROFL - 2024-04-03 00:00:00 - Bull Close: 310.2 - RSI: 44.04
JBLB,2024-04-03,JBLB - 2024-04-03 00:00:00 - Bear Close: 1337.0 - RSI: 52.77
SPDL,2024-04-02,SPDL - 2024-04-02 00:00:00 - Bull Close: 238.6 - RSI: 37.86
DEVBANK,2024-04-02,DEVBANK - 2024-04-02 00:00:00 - Bull Close: 3907.79 - RSI: 42.19
HYDROPOWER,2024-04-02,HYDROPOWER - 2024-04-02 00:00:00 - Bull Close: 2459.57 - RSI: 40.58
JBLB,2024-04-02,JBLB - 2024-04-02 00:00:00 - Bull Close: 1315.0 - RSI: 48.82
MHL,2024-04-01,MHL - 2024-04-01 00:00:00 - Bear Close: 436.0 - RSI: 64.45
UMHL,2024-04-01,UMHL - 2024-04-01 00:00:00 - Bull Close: 239.2 - RSI: 35.36
NEPSE,2024-04-01,NEPSE - 2024-04-01 00:00:00 - Bull Close: 2012.07 - RSI: 42.50
CLI,2024-04-01,CLI - 2024-04-01 00:00:00 - Bull Close: 449.5 - RSI: 47.00
TRH,2024-04-01,TRH - 2024-04-01 00:00:00 - Bear Close: 851.0 - RSI: 62.36
DDBL,2024-03-31,DDBL - 2024-03-31 00:00:00 - Bull Close: 687.0 - RSI: 29.17
MLBL,2024-03-31,MLBL - 2024-03-31 00:00:00 - Bull Close: 319.0 - RSI: 42.59
TRADING,2024-03-31,TRADING - 2024-03-31 00:00:00 - Bull Close: 2744.2 - RSI: 40.76
SADBL,2024-03-28,SADBL - 2024-03-28 00:00:00 - Bull Close: 298.9 - RSI: 45.84
UNL,2024-03-28,UNL - 2024-03-28 00:00:00 - Bear Close: 39800.1 - RSI: 51.76
MFIL,2024-03-28,MFIL - 2024-03-28 00:00:00 - Bull Close: 507.5 - RSI: 44.03
GVL,2024-03-28,GVL - 2024-03-28 00:00:00 - Bull Close: 423.9 - RSI: 43.16
JBBL,2024-03-27,JBBL - 2024-03-27 00:00:00 - Bull Close: 292.9 - RSI: 44.87
NICLBSL,2024-03-27,NICLBSL - 2024-03-27 00:00:00 - Bear Close: 601.0 - RSI: 54.60
IGI,2024-03-27,IGI - 2024-03-27 00:00:00 - Bull Close: 536.8 - RSI: 44.32
SAHAS,2024-03-27,SAHAS - 2024-03-27 00:00:00 - Bull Close: 520.0 - RSI: 40.16
TSHL,2024-03-27,TSHL - 2024-03-27 00:00:00 - Bear Close: 538.0 - RSI: 61.63
MHNL,2024-03-26,MHNL - 2024-03-26 00:00:00 - Bull Close: 242.0 - RSI: 41.34
FLOAT,2024-03-25,FLOAT - 2024-03-25 00:00:00 - Bull Close: 137.72 - RSI: 44.64
HRL,2024-03-25,HRL - 2024-03-25 00:00:00 - Bull Close: 608.9 - RSI: 50.52
NCCD86,2024-03-25,NCCD86 - 2024-03-25 00:00:00 - Bear Close: 960.9 - RSI: 53.89
NONLIFEINSU,2024-03-25,NONLIFEINSU - 2024-03-25 00:00:00 - Bull Close: 10581.91 - RSI: 45.97
UNL,2024-03-21,UNL - 2024-03-21 00:00:00 - Bull Close: 39000.0 - RSI: 45.20
SSHL,2024-03-21,SSHL - 2024-03-21 00:00:00 - Bull Close: 164.5 - RSI: 41.73
MFIL,2024-03-20,MFIL - 2024-03-20 00:00:00 - Bear Close: 524.0 - RSI: 54.37
SWBBL,2024-03-20,SWBBL - 2024-03-20 00:00:00 - Bear Close: 789.0 - RSI: 63.93
BARUN,2024-03-20,BARUN - 2024-03-20 00:00:00 - Bull Close: 245.0 - RSI: 42.02
JBLB,2024-03-20,JBLB - 2024-03-20 00:00:00 - Bear Close: 1400.0 - RSI: 62.53
BPCL,2024-03-20,BPCL - 2024-03-20 00:00:00 - Bull Close: 306.1 - RSI: 45.61
ALBSL,2024-03-20,ALBSL - 2024-03-20 00:00:00 - Bear Close: 747.0 - RSI: 67.87
LEC,2024-03-19,LEC - 2024-03-19 00:00:00 - Bull Close: 187.0 - RSI: 40.82
HDHPC,2024-03-19,HDHPC - 2024-03-19 00:00:00 - Bull Close: 140.5 - RSI: 44.28
UPCL,2024-03-19,UPCL - 2024-03-19 00:00:00 - Bull Close: 215.0 - RSI: 46.53
NHPC,2024-03-19,NHPC - 2024-03-19 00:00:00 - Bull Close: 156.1 - RSI: 42.71
NONLIFEINSU,2024-03-19,NONLIFEINSU - 2024-03-19 00:00:00 - Bear Close: 10754.67 - RSI: 52.16
GILB,2024-03-19,GILB - 2024-03-19 00:00:00 - Bear Close: 936.0 - RSI: 65.10
TRADING,2024-03-18,TRADING - 2024-03-18 00:00:00 - Bear Close: 2854.87 - RSI: 54.65
CLI,2024-03-18,CLI - 2024-03-18 00:00:00 - Bear Close: 469.0 - RSI: 57.13
MDB,2024-03-18,MDB - 2024-03-18 00:00:00 - Bear Close: 435.0 - RSI: 69.43
SADBL,2024-03-18,SADBL - 2024-03-18 00:00:00 - Bear Close: 313.4 - RSI: 57.67
FLOAT,2024-03-18,FLOAT - 2024-03-18 00:00:00 - Bear Close: 140.99 - RSI: 53.18
NUBL,2024-03-18,NUBL - 2024-03-18 00:00:00 - Bear Close: 660.0 - RSI: 57.25
RADHI,2024-03-18,RADHI - 2024-03-18 00:00:00 - Bull Close: 247.2 - RSI: 43.86
JBBL,2024-03-18,JBBL - 2024-03-18 00:00:00 - Bear Close: 306.0 - RSI: 55.83
SGIC,2024-03-17,SGIC - 2024-03-17 00:00:00 - Bear Close: 545.0 - RSI: 56.26
HLBSL,2024-03-17,HLBSL - 2024-03-17 00:00:00 - Bear Close: 632.0 - RSI: 61.91
NMBMF,2024-03-17,NMBMF - 2024-03-17 00:00:00 - Bear Close: 553.0 - RSI: 58.68
VLBS,2024-03-17,VLBS - 2024-03-17 00:00:00 - Bear Close: 649.0 - RSI: 57.54
MLBL,2024-03-17,MLBL - 2024-03-17 00:00:00 - Bear Close: 333.0 - RSI: 52.90
TSHL,2024-03-14,TSHL - 2024-03-14 00:00:00 - Bull Close: 488.1 - RSI: 43.94
SABSL,2024-03-14,SABSL - 2024-03-14 00:00:00 - Bear Close: 685.0 - RSI: 69.13
GMFIL,2024-03-14,GMFIL - 2024-03-14 00:00:00 - Bear Close: 370.9 - RSI: 58.65
DDBL,2024-03-14,DDBL - 2024-03-14 00:00:00 - Bear Close: 780.0 - RSI: 56.55
SLBBL,2024-03-14,SLBBL - 2024-03-14 00:00:00 - Bear Close: 665.1 - RSI: 57.32
SMATA,2024-03-14,SMATA - 2024-03-14 00:00:00 - Bear Close: 670.0 - RSI: 68.68
JALPA,2024-03-14,JALPA - 2024-03-14 00:00:00 - Bear Close: 1250.0 - RSI: 65.06
SDLBSL,2024-03-13,SDLBSL - 2024-03-13 00:00:00 - Bear Close: 660.0 - RSI: 65.91
HDHPC,2024-03-13,HDHPC - 2024-03-13 00:00:00 - Bear Close: 145.8 - RSI: 53.58
NESDO,2024-03-13,NESDO - 2024-03-13 00:00:00 - Bear Close: 1818.0 - RSI: 69.92
CFCL,2024-03-13,CFCL - 2024-03-13 00:00:00 - Bear Close: 356.0 - RSI: 58.19
RSDC,2024-03-13,RSDC - 2024-03-13 00:00:00 - Bear Close: 582.0 - RSI: 65.83
MERO,2024-03-13,MERO - 2024-03-13 00:00:00 - Bear Close: 590.0 - RSI: 66.55
AVYAN,2024-03-13,AVYAN - 2024-03-13 00:00:00 - Bear Close: 649.0 - RSI: 65.72
SHIVM,2024-03-13,SHIVM - 2024-03-13 00:00:00 - Bear Close: 548.1 - RSI: 67.15
PROFL,2024-03-13,PROFL - 2024-03-13 00:00:00 - Bear Close: 329.6 - RSI: 57.17
DEVBANK,2024-03-13,DEVBANK - 2024-03-13 00:00:00 - Bear Close: 4076.23 - RSI: 56.92
NEPSE,2024-03-13,NEPSE - 2024-03-13 00:00:00 - Bear Close: 2108.72 - RSI: 59.82
JSLBB,2024-03-12,JSLBB - 2024-03-12 00:00:00 - Bear Close: 995.5 - RSI: 74.68
BPCL,2024-03-12,BPCL - 2024-03-12 00:00:00 - Bear Close: 316.0 - RSI: 54.67
NHPC,2024-03-12,NHPC - 2024-03-12 00:00:00 - Bear Close: 165.0 - RSI: 54.57
IGI,2024-03-12,IGI - 2024-03-12 00:00:00 - Bear Close: 569.0 - RSI: 58.26
NMFBS,2024-03-12,NMFBS - 2024-03-12 00:00:00 - Bear Close: 1220.0 - RSI: 71.37
RLFL,2024-03-12,RLFL - 2024-03-12 00:00:00 - Bear Close: 371.0 - RSI: 54.52
MLBS,2024-03-12,MLBS - 2024-03-12 00:00:00 - Bear Close: 785.0 - RSI: 69.97
NADEP,2024-03-12,NADEP - 2024-03-12 00:00:00 - Bear Close: 610.6 - RSI: 73.86
SMFBS,2024-03-12,SMFBS - 2024-03-12 00:00:00 - Bear Close: 1017.5 - RSI: 71.14
SMB,2024-03-10,SMB - 2024-03-10 00:00:00 - Bear Close: 1050.0 - RSI: 63.19
ULBSL,2024-03-10,ULBSL - 2024-03-10 00:00:00 - Bear Close: 1169.5 - RSI: 63.89
WNLB,2024-03-10,WNLB - 2024-03-10 00:00:00 - Bear Close: 869.0 - RSI: 59.40
MSLB,2024-03-10,MSLB - 2024-03-10 00:00:00 - Bear Close: 938.0 - RSI: 62.33
GCIL,2024-03-06,GCIL - 2024-03-06 00:00:00 - Bear Close: 544.9 - RSI: 64.39
WNLB,2024-03-06,WNLB - 2024-03-06 00:00:00 - Bull Close: 773.0 - RSI: 40.44
MSLB,2024-03-06,MSLB - 2024-03-06 00:00:00 - Bull Close: 829.8 - RSI: 45.60
MHL,2024-03-04,MHL - 2024-03-04 00:00:00 - Bull Close: 387.2 - RSI: 42.14
BBC,2024-03-03,BBC - 2024-03-03 00:00:00 - Bear Close: 4000.0 - RSI: 60.86
IGI,2024-03-03,IGI - 2024-03-03 00:00:00 - Bull Close: 518.7 - RSI: 32.42
RHPL,2024-03-03,RHPL - 2024-03-03 00:00:00 - Bull Close: 269.0 - RSI: 31.37
DEVBANK,2024-03-03,DEVBANK - 2024-03-03 00:00:00 - Bull Close: 3801.69 - RSI: 33.08
PROFL,2024-03-03,PROFL - 2024-03-03 00:00:00 - Bull Close: 301.0 - RSI: 38.15
RLFL,2024-03-03,RLFL - 2024-03-03 00:00:00 - Bull Close: 340.0 - RSI: 38.06
HDHPC,2024-02-29,HDHPC - 2024-02-29 00:00:00 - Bull Close: 135.1 - RSI: 29.07
SHPC,2024-02-29,SHPC - 2024-02-29 00:00:00 - Bull Close: 337.0 - RSI: 36.57
NHPC,2024-02-29,NHPC - 2024-02-29 00:00:00 - Bull Close: 150.0 - RSI: 32.27
SDLBSL,2024-02-29,SDLBSL - 2024-02-29 00:00:00 - Bull Close: 583.0 - RSI: 36.34
MLBL,2024-02-29,MLBL - 2024-02-29 00:00:00 - Bull Close: 315.2 - RSI: 37.22
SJCL,2024-02-29,SJCL - 2024-02-29 00:00:00 - Bull Close: 271.8 - RSI: 33.08
UMRH,2024-02-29,UMRH - 2024-02-29 00:00:00 - Bull Close: 347.1 - RSI: 32.60
PRIN,2024-02-29,PRIN - 2024-02-29 00:00:00 - Bull Close: 761.0 - RSI: 37.16
NCCD86,2024-02-29,NCCD86 - 2024-02-29 00:00:00 - Bull Close: 907.0 - RSI: 43.43
API,2024-02-28,API - 2024-02-28 00:00:00 - Bull Close: 179.1 - RSI: 33.44
CFCL,2024-02-28,CFCL - 2024-02-28 00:00:00 - Bull Close: 335.0 - RSI: 45.99
GMFIL,2024-02-28,GMFIL - 2024-02-28 00:00:00 - Bull Close: 352.0 - RSI: 46.47
NEPSE,2024-02-28,NEPSE - 2024-02-28 00:00:00 - Bull Close: 2000.77 - RSI: 37.52
NIFRA,2024-02-28,NIFRA - 2024-02-28 00:00:00 - Bull Close: 206.7 - RSI: 37.72
GHL,2024-02-28,GHL - 2024-02-28 00:00:00 - Bull Close: 149.0 - RSI: 28.21
JBBL,2024-02-27,JBBL - 2024-02-27 00:00:00 - Bull Close: 293.0 - RSI: 42.08
DDBL,2024-02-27,DDBL - 2024-02-27 00:00:00 - Bull Close: 743.0 - RSI: 39.47
PCBL,2024-02-27,PCBL - 2024-02-27 00:00:00 - Bull Close: 192.6 - RSI: 28.73
SLBBL,2024-02-26,SLBBL - 2024-02-26 00:00:00 - Bull Close: 570.5 - RSI: 28.37
NMFBS,2024-02-26,NMFBS - 2024-02-26 00:00:00 - Bull Close: 1081.2 - RSI: 44.56
HIDCL,2024-02-26,HIDCL - 2024-02-26 00:00:00 - Bull Close: 171.5 - RSI: 29.81
SABSL,2024-02-26,SABSL - 2024-02-26 00:00:00 - Bull Close: 590.1 - RSI: 33.48
NUBL,2024-02-26,NUBL - 2024-02-26 00:00:00 - Bull Close: 605.0 - RSI: 37.97
BPW,2024-02-26,BPW - 2024-02-26 00:00:00 - Bull Close: 1049.0 - RSI: 20.72
SMB,2024-02-26,SMB - 2024-02-26 00:00:00 - Bull Close: 946.9 - RSI: 43.68
FLOAT,2024-02-26,FLOAT - 2024-02-26 00:00:00 - Bull Close: 135.57 - RSI: 32.77
EBL,2024-02-26,EBL - 2024-02-26 00:00:00 - Bull Close: 502.0 - RSI: 36.42
BPCL,2024-02-25,BPCL - 2024-02-25 00:00:00 - Bull Close: 300.5 - RSI: 36.28
MDB,2024-02-25,MDB - 2024-02-25 00:00:00 - Bull Close: 392.5 - RSI: 36.42
SADBL,2024-02-25,SADBL - 2024-02-25 00:00:00 - Bull Close: 292.2 - RSI: 40.07
AKPL,2024-02-25,AKPL - 2024-02-25 00:00:00 - Bull Close: 175.0 - RSI: 27.82
GLH,2024-02-25,GLH - 2024-02-25 00:00:00 - Bull Close: 212.0 - RSI: 33.32
SHL,2024-02-25,SHL - 2024-02-25 00:00:00 - Bull Close: 433.0 - RSI: 31.17
NADEP,2024-02-25,NADEP - 2024-02-25 00:00:00 - Bull Close: 508.0 - RSI: 33.09
VLBS,2024-02-22,VLBS - 2024-02-22 00:00:00 - Bull Close: 604.8 - RSI: 41.21
ALBSL,2024-02-22,ALBSL - 2024-02-22 00:00:00 - Bull Close: 662.0 - RSI: 42.56
MERO,2024-02-22,MERO - 2024-02-22 00:00:00 - Bull Close: 538.0 - RSI: 38.99
BNT,2024-02-22,BNT - 2024-02-22 00:00:00 - Bear Close: 13950.0 - RSI: 73.46
SCB,2024-02-22,SCB - 2024-02-22 00:00:00 - Bull Close: 513.1 - RSI: 32.82
RSDC,2024-02-22,RSDC - 2024-02-22 00:00:00 - Bull Close: 525.0 - RSI: 36.61
NONLIFEINSU,2024-02-22,NONLIFEINSU - 2024-02-22 00:00:00 - Bull Close: 10356.04 - RSI: 32.34
LBBL,2024-02-22,LBBL - 2024-02-22 00:00:00 - Bull Close: 387.0 - RSI: 41.10
NMBMF,2024-02-21,NMBMF - 2024-02-21 00:00:00 - Bull Close: 510.0 - RSI: 41.62
OHL,2024-02-21,OHL - 2024-02-21 00:00:00 - Bull Close: 770.0 - RSI: 45.56
CITY,2024-02-21,CITY - 2024-02-21 00:00:00 - Bull Close: 603.0 - RSI: 33.85
MLBS,2024-02-21,MLBS - 2024-02-21 00:00:00 - Bull Close: 666.0 - RSI: 37.36
ALICL,2024-02-21,ALICL - 2024-02-21 00:00:00 - Bull Close: 604.7 - RSI: 23.71
JALPA,2024-02-21,JALPA - 2024-02-21 00:00:00 - Bull Close: 1089.9 - RSI: 39.87
SHINE,2024-02-21,SHINE - 2024-02-21 00:00:00 - Bull Close: 380.0 - RSI: 43.38
GCIL,2024-02-21,GCIL - 2024-02-21 00:00:00 - Bull Close: 473.8 - RSI: 39.05
SGIC,2024-02-21,SGIC - 2024-02-21 00:00:00 - Bull Close: 512.0 - RSI: 39.85
HEI,2024-02-20,HEI - 2024-02-20 00:00:00 - Bull Close: 570.5 - RSI: 37.99
RIDI,2024-02-20,RIDI - 2024-02-20 00:00:00 - Bull Close: 201.9 - RSI: 32.27
CLI,2024-02-18,CLI - 2024-02-18 00:00:00 - Bull Close: 441.0 - RSI: 36.94
HLBSL,2024-02-18,HLBSL - 2024-02-18 00:00:00 - Bull Close: 584.1 - RSI: 43.01
HOTELS,2024-02-18,HOTELS - 2024-02-18 00:00:00 - Bull Close: 5263.52 - RSI: 38.19
NLBBL,2024-02-15,NLBBL - 2024-02-15 00:00:00 - Bull Close: 560.0 - RSI: 42.72
SHEL,2024-02-15,SHEL - 2024-02-15 00:00:00 - Bull Close: 240.0 - RSI: 43.70
SENSITIVE,2024-02-14,SENSITIVE - 2024-02-14 00:00:00 - Bull Close: 372.27 - RSI: 41.95
TRADING,2024-02-14,TRADING - 2024-02-14 00:00:00 - Bull Close: 2798.61 - RSI: 42.76
TRH,2024-02-14,TRH - 2024-02-14 00:00:00 - Bull Close: 793.9 - RSI: 45.06
SWBBL,2024-02-14,SWBBL - 2024-02-14 00:00:00 - Bull Close: 750.0 - RSI: 48.68
NESDO,2024-02-14,NESDO - 2024-02-14 00:00:00 - Bull Close: 1606.0 - RSI: 40.74
STC,2024-02-14,STC - 2024-02-14 00:00:00 - Bull Close: 5185.0 - RSI: 43.21
ULBSL,2024-02-14,ULBSL - 2024-02-14 00:00:00 - Bull Close: 1100.0 - RSI: 44.53
GILB,2024-02-13,GILB - 2024-02-13 00:00:00 - Bull Close: 830.0 - RSI: 41.69
UAIL,2024-02-13,UAIL - 2024-02-13 00:00:00 - Bull Close: 558.0 - RSI: 38.71
MMFDB,2024-02-12,MMFDB - 2024-02-12 00:00:00 - Bull Close: 567.0 - RSI: 47.61
CHDC,2024-02-12,CHDC - 2024-02-12 00:00:00 - Bull Close: 988.9 - RSI: 47.40
RBCL,2024-02-11,RBCL - 2024-02-11 00:00:00 - Bull Close: 13900.0 - RSI: 42.50
SMATA,2024-02-07,SMATA - 2024-02-07 00:00:00 - Bull Close: 616.0 - RSI: 44.67
AHPC,2024-02-07,AHPC - 2024-02-07 00:00:00 - Bull Close: 207.6 - RSI: 35.38
KDL,2024-02-06,KDL - 2024-02-06 00:00:00 - Bull Close: 820.0 - RSI: 44.56
RNLI,2024-02-06,RNLI - 2024-02-06 00:00:00 - Bull Close: 451.0 - RSI: 26.90
BBC,2024-02-06,BBC - 2024-02-06 00:00:00 - Bull Close: 3686.1 - RSI: 45.19
MLBSL,2024-02-05,MLBSL - 2024-02-05 00:00:00 - Bull Close: 1698.0 - RSI: 36.40
NLICL,2024-02-05,NLICL - 2024-02-05 00:00:00 - Bull Close: 571.3 - RSI: 37.21
LIFEINSU,2024-02-05,LIFEINSU - 2024-02-05 00:00:00 - Bull Close: 10466.27 - RSI: 39.18
JSLBB,2024-02-05,JSLBB - 2024-02-05 00:00:00 - Bull Close: 869.9 - RSI: 46.92
FMDBL,2024-02-05,FMDBL - 2024-02-05 00:00:00 - Bull Close: 618.0 - RSI: 43.92
SALICO,2024-02-04,SALICO - 2024-02-04 00:00:00 - Bull Close: 678.0 - RSI: 31.71
AVYAN,2024-02-04,AVYAN - 2024-02-04 00:00:00 - Bull Close: 597.5 - RSI: 42.03
NICLBSL,2024-02-01,NICLBSL - 2024-02-01 00:00:00 - Bull Close: 590.0 - RSI: 35.43
HBL,2024-02-01,HBL - 2024-02-01 00:00:00 - Bull Close: 200.0 - RSI: 39.70
MFIL,2024-02-01,MFIL - 2024-02-01 00:00:00 - Bull Close: 513.0 - RSI: 43.89
GBBL,2024-02-01,GBBL - 2024-02-01 00:00:00 - Bull Close: 371.5 - RSI: 40.26
CHCL,2024-02-01,CHCL - 2024-02-01 00:00:00 - Bull Close: 491.0 - RSI: 43.11
BBC,2024-01-30,BBC - 2024-01-30 00:00:00 - Bear Close: 3959.0 - RSI: 60.45
CZBIL,2024-01-30,CZBIL - 2024-01-30 00:00:00 - Bull Close: 170.0 - RSI: 42.36
SHEL,2024-01-30,SHEL - 2024-01-30 00:00:00 - Bear Close: 263.0 - RSI: 54.78
LICN,2024-01-29,LICN - 2024-01-29 00:00:00 - Bull Close: 1409.0 - RSI: 48.46
SJLIC,2024-01-29,SJLIC - 2024-01-29 00:00:00 - Bull Close: 520.0 - RSI: 45.50
RURU,2024-01-29,RURU - 2024-01-29 00:00:00 - Bull Close: 721.0 - RSI: 46.18
SHEL,2024-01-28,SHEL - 2024-01-28 00:00:00 - Bull Close: 246.0 - RSI: 47.77
KBL,2024-01-28,KBL - 2024-01-28 00:00:00 - Bull Close: 153.0 - RSI: 39.75
BBC,2024-01-28,BBC - 2024-01-28 00:00:00 - Bull Close: 3674.0 - RSI: 42.23
PRVU,2024-01-28,PRVU - 2024-01-28 00:00:00 - Bull Close: 156.7 - RSI: 39.18
SBIBD86,2024-01-25,SBIBD86 - 2024-01-25 00:00:00 - Bear Close: 979.0 - RSI: 66.56
JBLB,2024-01-25,JBLB - 2024-01-25 00:00:00 - Bull Close: 1350.0 - RSI: 45.81
SHIVM,2024-01-25,SHIVM - 2024-01-25 00:00:00 - Bull Close: 502.0 - RSI: 42.28
SBL,2024-01-24,SBL - 2024-01-24 00:00:00 - Bull Close: 238.8 - RSI: 41.62
ENL,2024-01-24,ENL - 2024-01-24 00:00:00 - Bull Close: 825.0 - RSI: 45.59
SANIMA,2024-01-24,SANIMA - 2024-01-24 00:00:00 - Bull Close: 249.0 - RSI: 45.73
ANLB,2024-01-23,ANLB - 2024-01-23 00:00:00 - Bear Close: 1825.2 - RSI: 56.26
GBIME,2024-01-23,GBIME - 2024-01-23 00:00:00 - Bull Close: 198.0 - RSI: 42.52
NIMB,2024-01-23,NIMB - 2024-01-23 00:00:00 - Bull Close: 174.0 - RSI: 43.27
SICL,2024-01-23,SICL - 2024-01-23 00:00:00 - Bull Close: 730.0 - RSI: 39.10
HLI,2024-01-22,HLI - 2024-01-22 00:00:00 - Bull Close: 412.8 - RSI: 42.59
SRLI,2024-01-22,SRLI - 2024-01-22 00:00:00 - Bull Close: 460.0 - RSI: 45.16
MNBBL,2024-01-21,MNBBL - 2024-01-21 00:00:00 - Bull Close: 379.6 - RSI: 43.87
SCB,2024-01-21,SCB - 2024-01-21 00:00:00 - Bear Close: 535.0 - RSI: 56.99
